x,y
-309.4551620338268,74.16623325886155
-313.6815574458867,79.50453182518186
-317.56441849164725,85.09767404235934
-321.08842129247125,90.92358633332645
-324.23965821926777,96.95927648387699
-327.00569277954975,103.18092438243113
-329.37560869858885,109.56397602713396
-219.2615909801534,269.01110672841946
-212.07579496301167,268.3787736328194
-204.93836770956352,267.3334785809333
-197.87302183145357,265.8786943472973
-190.90323046500833,264.0192541487463
-184.05214928664287,261.76133558706005
-177.3425395829606,259.1124401251716
-170.79669263113175,256.08136816512257
-164.43635564078,252.67818981056575
-158.28265950341893,248.91421141094787
-152.35604858947838,244.80193799852486
-146.6762128261518,240.35503174300325
-141.26202228172542,235.58826656183427
-136.13146447371642,230.51747903695806
-131.30158460910224,225.15951580106733
-126.78842895517953,219.53217756818793
-122.60699152919184,213.6541599945233
-118.77116428383819,207.54499156604106
-115.29369095416135,201.2249687191561
-112.18612471914895,194.71508841005885
-109.45878981870905,188.0369783567126
-107.12074725353867,181.21282518527713
-105.17976468184118,174.2653007196759
-103.64229061290388,167.2174866591954
-102.51343298327248,160.09279789435908
-101.79694218669853,152.9149047158431
-101.49519861423931,145.70765417487803
-101.60920474590557,138.49499085640102
-102.13858182013111,131.3008773281722
-103.0815710921289,124.1492145301469
-104.43503967695348,117.06376236859403
-106.19449095785691,110.0680607787684
-108.35407952535903,103.18535151839167
-110.90663059739973,96.43850095176538
-113.84366385605426,89.84992408105057
-117.15542162161867,83.44151007710349
-120.83090127046307,77.2345495572764
-124.85789178895111,71.2496638517872
-129.22301434198295,65.50673649365577
-133.91176672138113,60.02484715981754
-138.90857152644904,54.822208282881064
-144.19682791663195,49.91610454412347
-149.75896676434309,45.32283544874659
-155.57650902472142,41.05766117417426
-161.63012712839958,37.13475187129944
-167.899709193317,33.56714058711694
-174.3644258422487,30.36667996514599
-181.0027994040613,27.54400286749751
-187.79277526879065,25.10848704940986
-194.71179515947793,23.068224003615327
-201.73687207733474,21.429992078045075
-208.84466667124593,20.19923395618369
-216.01156477789073,19.380038574889767
-223.2137558748687,18.97512753975697
-230.42731218618894,18.985846083147862
-237.62826817730925,19.41215859494025
-244.79270017561979,20.252648740834303
-251.89680585185044,21.504524167827626
-258.9169832983387,23.163625781224965
-265.82990944144046,25.224441562361875
-272.6126175275707,27.680124881135683
-279.24257342544774,30.522517242504364
-285.69775049103805,33.742175391382744
-291.95670274648177,37.32840268588551
-297.99863612987633,41.2692846346864
-303.80347757920424,45.55172848042746
-309.35194172089075,50.16150669767168
-314.6255949414303,55.08330426088531
-319.60691662921766,60.30076952541175
-324.27935738312226,65.79656855239713
-328.627393994417,71.55244269718187
-332.63658101939814,77.54926926983555
-336.2935987713552,83.7671250663004
-199.0111842595161,283.2808384432246
-191.5154296572848,281.58118169406725
-184.12268578629775,279.47820566476724
-176.85463683808166,276.9780787463564
-169.73260125247015,274.0881342418527
-162.7774691869467,270.8168488564189
-156.00964124221284,267.1738178337255
-149.44896862371212,263.1697268114481
-143.1146949146239,258.81632047845096
-137.0253996311178,254.12636812559086
-131.1989437254324,249.113626191187
-125.65241719662428,243.79279791101715
-120.40208896265652,238.1794901911938
-115.46335914085915,232.2901678304196
-110.8507138767314,226.14210522589553
-106.5776828535815,219.7533357045382
-102.6567996076339,213.1425986281242
-99.09956476500838,206.32928442751387
-95.91641230840196,199.33337772717638
-93.11667897241978,192.1753987268427
-90.70857685732415,184.87634301222465
-88.69916934152914,177.45761997134397
-87.09435036349504,169.94098999710897
-85.89882713379106,162.3485006603324
-85.11610632803598,154.70242204040804
-84.74848380121401,147.02518140333012
-84.79703785353695,139.33929741865865
-85.26162606760349,131.6673141083811
-86.14088572613434,124.031734721412
-87.43223780905655,116.45495572768657
-89.13189455821382,108.95920112545527
-91.23487058751385,101.56645725446826
-93.7349975059247,94.29840830625217
-96.62494201042833,87.17637272064073
-99.8962273958622,80.22124065511714
-103.53925841855559,73.45341271038333
-107.54334944083304,66.89274009188263
-111.89675577383015,60.55846638279435
-116.58670812669024,54.46917109928833
-121.59945006109412,48.642715193602896
-126.92027834126392,43.09618866479482
-132.53358606108725,37.845860430827045
-138.4229084218615,32.90713060902965
-144.57097102638556,28.2944853449019
-150.95974054774294,24.021454321751975
-157.57047762415692,20.100571075804382
-164.38379182476723,16.54333623317889
-171.37969852510477,13.360183776572427
-178.5376775254383,10.560450440590301
-185.83673324005645,8.152348325494643
-193.2554562809371,6.142940809699638
-200.77208625517218,4.538121831665535
-208.3645755919486,3.3425986019615834
-216.01065421187306,2.5598777962064787
-223.68789484895098,2.1922552693845034
-231.3737788336225,2.240809321707445
-239.04576214389996,2.705397535773983
-246.68134153086908,3.5846571943048673
-254.2581205245946,4.87600927722707
-261.75387512682573,6.575666026384312
-269.1466189978128,8.67864205568435
-276.41466794602894,11.178768974095192
-283.5367035316404,14.068713478598852
-290.4918355971639,17.339998864032665
-297.2596635418978,20.983029886726086
-303.8203361603985,24.987120909003522
-310.15460986948676,29.34052724200069
-316.24390515299274,34.030479594860736
-322.07036105867815,39.0432215292646
-327.6168875874863,44.36404980943445
-332.867215821454,49.97735752925769
-337.80594564325145,55.866679890031975
-342.4185909073792,62.01474249455606
-181.02638894135833,296.0663520635885
-173.44725445032435,293.58275394710546
-166.0024834458576,290.72147382652474
-158.7108831158929,287.4897399474069
-151.5908737043397,283.89571640591873
-144.66044197734823,279.9484825244659
-137.9370957846403,275.6580099152561
-131.4378198306913,271.0351372897343
-125.17903276749632,266.09154307752766
-119.17654571731438,260.8397159240717
-113.44552233017066,255.29292314144578
-108.00044047702129,249.46517719212002
-102.85505567535256,243.37120029028213
-98.02236633960905,237.02638721016936
-93.51458094423728,230.44676639536152
-89.34308718229721,223.64895946727984
-85.51842319755488,216.65013923518399
-82.05025096272985,209.46798631374273
-78.9473318711506,202.1206444577725
-76.2175046034786,194.6266747269787
-73.86766532541483,187.00500859648938
-71.90375026641388,179.27490013163532
-70.33072072341568,171.45587734779377
-69.15255052747884,163.56769287817178
-68.37221600497801,155.63027407415416
-67.99168845872546,147.66367266427287
-68.01192918801053,139.688014098972
-68.432887060139,131.72344670913395
-69.25349863960574,123.79009080680459
-70.47169087457507,115.90798785670049
-72.08438633388235,108.09704984690237
-74.08751098132583,100.3770089866359
-76.47600446761092,92.76736785821521
-79.24383291394525,85.28735014907562
-82.38400415499157,77.95585208835945
-85.88858540267043,70.79139471073505
-89.74872328619074,63.81207706804311
-93.95466621768136,57.035530506967746
-98.49578902692448,50.47887412823695
-103.36061980295636,44.15867153987381
-108.53686887472853,38.09088901374804
-114.01145985761723,32.29085515113542
-119.77056268735043,26.773222159178005
-125.79962855790194,21.551928836070147
-132.08342667508992,16.64016535847844
-138.60608273303404,12.050339960149614
-145.3511190162689,7.794047585884897
-152.30149602620824,3.882040600067313
-159.43965552680083,0.3242016237392704
-166.7475649006356,-2.870481431150097
-174.20676270344222,-5.693938067258443
-181.79840530190592,-8.139035589765598
-189.50331447697903,-10.199597125185903
-197.30202587243227,-11.870417225557901
-205.17483816625358,-13.147275018592325
-213.10186284067737,-14.026944870557116
-221.06307442511124,-14.507204534963194
-229.03836108503833,-14.586840766465542
-237.00757542909403,-14.265652385797353
-244.95058540596716,-13.544450787994606
-252.84732516254908,-12.42505789262762
-260.67784573485073,-10.910301541216768
-268.42236544363146,-9.00400835346045
-276.0613198674281,-6.710994060322065
-283.5754112667415,-4.037051338396026
-290.9456573345243,-0.9889351762867591
-298.1534391498129,2.425654190031537
-305.18054821336517,6.19809072976571
-312.00923244647805,10.31884440862288
-318.62224103678375,14.777505263848667
-325.0028680177322,19.56280970216511
-331.13499447166976,24.662668954173853
-337.00312924989737,30.064199613342055
-342.59244810684265,35.75375618242329
-158.40380100220386,305.7178856053115
-150.7899681515334,302.28824829309895
-143.3479479048957,298.5002148428898
-136.09459883175617,294.36236636880915
-129.0463521006887,289.8840764285233
-122.219174257495,285.07548978911734
-115.6285310558423,279.94749944593434
-109.2893524223573,274.5117219464378
-103.2159986355399,268.78047107499447
-97.42222779511442,262.76672995819354
-91.92116465550782,256.48412165388794
-86.72527089406029,249.94687829058722
-81.84631688131745,243.16980882710897
-77.29535501735572,236.16826550552383
-73.08269469454083,228.95810907338947
-69.2178789434387,221.5556728540559
-65.70966281478172,213.97772574643506
-62.565993546462806,206.24143423805106
-59.79399256048552,198.3643235174245
-57.39993933065287,190.3642377738843
-55.38925715753933,182.2592997747389
-53.76650088297069,174.06786981137984
-52.53534657184238,165.8085041073165
-51.698583184650204,157.49991278236115
-51.258106259597724,149.1609174681903
-51.21491361859245,140.8104086712947
-51.56910310685856,132.46730297990672
-52.319872371285726,124.1505002118438
-53.46552067801713,115.87884060034187
-55.003452765158556,107.67106211486798
-56.93018472188143,99.54575801359212
-59.241351880601286,91.52133472367754
-61.931718704353756,83.6159701448033
-64.9951906469696,75.84757247037427
-68.4248279591821,68.23373961970393
-72.21286140939122,60.791719373066286
-76.35070988347195,53.5383702999266
-80.82899982375778,46.49012356885919
-85.63758646316376,39.662945725665494
-90.7655768063467,33.072302524012855
-96.20135430584332,26.73312389052782
-101.93260517728662,20.6597701037104
-107.94634629408755,14.865999263284891
-114.22895459839316,9.36493612367832
-120.76619796169385,4.169042362230783
-127.54326742517206,-0.7099116505119696
-134.54481074675726,-5.260873514473786
-141.7549671788916,-9.47353383728867
-149.15740339822514,-13.338349588390741
-156.73535050584601,-16.846565717047753
-164.47164201423004,-19.990234985366698
-172.3487527348566,-22.762235971343983
-180.34883847839671,-25.156289201176577
-188.45377647754216,-27.166971374290142
-196.64520644090123,-28.789727648858815
-204.90457214496467,-30.02088195998715
-213.21316346991986,-30.85764534717927
-221.5521587840908,-31.298122272231808
-229.90266758098647,-31.341314913237028
-238.2457732723743,-30.98712542497094
-246.56257604043728,-30.236356160543778
-254.8342356519392,-29.090707853812376
-263.04201413741305,-27.552775766670976
-271.16731823868895,-25.626043809948072
-279.19174152860353,-23.314876651228218
-287.0971061074779,-20.624509827475748
-294.86550378190674,-17.56103788485993
-302.4793366325772,-14.131400572647408
-309.92135687921484,-10.343367122438252
-317.17470595235443,-6.205518648357582
-324.2229526834219,-1.7272287080717206
-331.0501305266156,3.081357931334253
-337.6407737282682,8.20934827451714
-343.97995236175325,13.64512577401382
-139.36068537932852,315.3401676313521
-131.8180863693942,311.2823383040443
-124.46374014555182,306.8925353136951
-117.31224833518175,302.1794743592377
-110.37780981000509,297.15251294952213
-103.67419249504945,291.8216318245253
-97.21470603323215,286.1974151391705
-91.01217535983818,280.2910294491036
-85.07891523935487,274.11420154014365
-79.42670581522302,267.6791951454323
-74.06676922104535,260.9987865965023
-69.00974729969226,254.08623945661407
-64.2656804745408,246.95527818672056
-59.843987814797146,239.62006089634735
-55.75344833448111,232.09515123348774
-52.002183562204124,224.3954894693259
-48.597641416345596,216.53636283519563
-45.54658141764341,208.53337517067052
-42.855061268558046,200.40241594304612
-40.528424826056124,192.1596286997258
-38.57129149169259,183.82137901614442
-36.98754704005731,175.40422200286866
-35.78033590379519,166.92486943638653
-34.952054930517704,158.40015657884533
-34.50434862400127,149.8470087526162
-34.438105879120315,141.28240773604966
-34.7534582169983,132.7233580471404
-35.44977952388001,124.18685318204457
-36.525687294244136,115.68984187547964
-37.979045375687804,107.24919444999594
-39.80696821013291,98.8816693209308
-42.0058265629342,90.60387972354803
-44.57125472851416,82.43226072842404
-47.49815919821759,74.38303661056942
-50.78072877317743,66.47218863707315
-54.41244610211271,58.715423337224664
-58.386100621151,51.128141318112085
-62.693802869984296,43.725406687611084
-67.32700015593437,36.52191714547338
-72.27649353482738,29.531974801897405
-77.5324560749635,22.769457781518952
-83.08445236791906,16.247792669200606
-88.921459247444,9.979927852327108
-95.03188767531859,3.9783078125341547
-101.40360575071553,-1.7451515820874306
-108.02396279738491,-7.179086735255652
-114.87981448083711,-12.312708884258086
-121.95754890565564,-17.135825520413647
-129.24311364112532,-21.638860625706883
-136.72204362151723,-25.812873685415383
-144.37948986563686,-29.649577438983073
-152.2002489586141,-33.141354333894384
-160.16879323740042,-36.2812716498826
-168.2693016200427,-39.063095263443586
-176.48569101752193,-41.48130202532565
-184.80164826579357,-43.53109072642195
-193.2006625146264,-45.208391630292226
-201.6660580089381,-46.509874553388244
-210.18102719753745,-47.43295547693987
-218.7286641035424,-47.97580167737419
-227.29199789021428,-48.13733536508195
-235.85402655557004,-47.917235824306005
-244.39775068886854,-47.31594004990396
-252.9062072219548,-46.33464187972024
-261.3625031084455,-44.97528962429044
-269.74984886389285,-43.24058219858364
-278.0515919003301,-41.13396376346378
-286.25124958901876,-38.65961688750804
-294.3325419857501,-35.82245424275999
-302.2794241537297,-32.628108850904084
-310.0761180198672,-29.08292289922892
-317.70714370122494,-25.193935148581858
-325.15735023942557,-20.968866958318756
-332.41194568200154,-16.416106955992774
-339.4565264509564,-11.54469438222199
-346.2771059402338,-6.364301143801498
-123.43086288724074,325.8010653100622
-115.81132543827634,321.2572340677551
-108.39149911510177,316.39411463382527
-101.1847549462623,311.22047067819415
-94.2040799718587,305.7456254569595
-87.462053840023,299.97944501125846
-80.97082613754267,293.93232038799397
-74.74209449548391,287.6151489144662
-68.78708350926942,281.0393145606518
-63.1165245111994,274.21666742452146
-57.74063623186515,267.15950237736143
-52.669106385305696,259.88053690758505
-47.91107421109248,252.39288820295872
-43.475114004801895,244.71004951254315
-39.36921966655501,236.8458658309464
-35.60079029546938,228.81450894870792
-32.176616855982275,220.6304519137741
-29.102869940073646,212.30844295008734
-26.385088647442473,203.86347888029024
-24.02817060367471,195.31077810043698
-22.03636313439077,186.6657531554155
-20.41325561127786,177.9439829644993
-19.161772983799494,169.16118474708247
-18.2841705082389,160.33318569918774
-17.782029683574734,151.4758944717895
-17.65625540151308,142.60527250234958
-17.907074315811343,133.73730525122767
-18.53403443383297,124.88797339480195
-19.5360059310687,116.07322402720973
-20.911183187156553,107.30894192260598
-22.657088039731946,98.61092090972645
-24.770574250243754,89.99483541034121
-27.247833173688775,81.47621219288685
-30.08440062204744,73.07040239218041
-33.27516490905231,64.79255384563687
-36.81437606179256,56.657583795842
-40.69565618255331,48.68015200867343
-44.912010942218814,40.87463435541133
-49.455842184526006,33.25509690644685
-54.31896161845583,25.83527058327229
-59.49260557408698,18.628526414432827
-64.96745079532155,11.6478514400292
-70.73363124102261,4.905825308193499
-76.78075586428707,-1.585402394286774
-83.09792733781501,-7.814134036345649
-89.67376169162932,-13.769145022560139
-96.4964088277597,-19.43970402063013
-103.55357387491972,-24.815592299964408
-110.83253934469602,-29.88712214652378
-118.32018804932235,-34.64515432073699
-126.00302673973795,-39.08111452702758
-133.8672104213347,-43.187008865274464
-141.8985673035731,-46.95543823636004
-150.0826243385071,-50.37961167584726
-158.40463330219382,-53.45335859175589
-166.8495973719908,-56.171139884386974
-175.40229815184404,-58.528057928154766
-184.04732309686557,-60.51986539743871
-192.76909328778177,-62.14297292055164
-201.55189150519863,-63.39445554803001
-210.37989055309333,-64.2720580235906
-219.23718178049157,-64.77419884825477
-228.10780374993163,-64.89997313031645
-236.97577100105354,-64.64915421601816
-245.82510285747904,-64.02219409799653
-254.63985222507125,-63.02022260076083
-263.4041343296751,-61.64504534467295
-272.1021553425546,-59.89914049209756
-280.71824084193986,-57.78565428158572
-289.23686405939424,-55.30839535814073
-297.6426738601007,-52.471827909782064
-305.9205224066443,-49.28106362277717
-314.0554924564392,-45.74185247003692
-322.03292424360757,-41.860572349276254
-329.83844189686965,-37.64421758961075
-337.45797934583425,-33.10038634730353
-344.8778056690088,-28.237266913373674
-101.78754566095816,332.16456309829533
-94.3150559628694,326.9847393155042
-87.05720519706765,321.50821861617675
-80.02576650510628,315.74388460173896
-73.23214575984204,309.70108774280624
-66.68736306368189,303.3896302115495
-60.40203487259976,296.81974998134746
-54.38635677491661,290.0021042195124
-48.65008695278166,282.94775200003266
-43.20253035318069,275.668136364372
-38.05252359414797,268.17506575942446
-33.20842063066718,260.4806948827372
-28.678079203511714,252.59750496607205
-24.4688480930063,244.53828352928505
-20.587555198386582,236.31610363737158
-17.040496462092392,227.94430269431925
-13.833425656962106,219.4364608081712
-10.971545052893504,210.80637876239277
-8.459496978111275,202.0680556292741
-6.301356288730318,193.23566606168532
-4.5006237588293345,184.3235373000162
-3.060220401757789,175.34612593160102
-1.9824827318866767,166.31799444032595
-1.269158974490125,157.2537875844589
-0.9214062299055286,148.16820864102073
-0.939788596571816,139.07599555523092
-1.324276255991606,129.99189703371724
-2.0742455211001527,120.93064862026966
-3.1884798479640324,111.90694879294541
-4.665171809167447,102.93543512129945
-6.501926025685492,94.03066052241627
-8.695763052488502,85.20706965425825
-11.243124211574468,76.47897548462457
-14.139877364589807,67.8605360737273
-17.381323615674546,59.365731608047
-20.962204933658853,51.00834172272249
-24.876712681247312,42.80192314925918
-29.118497037354842,34.75978772481531
-33.68067729731055,26.894980798737492
-38.55585303422154,19.22026007137235
-43.736116103390145,11.748074899481793
-49.21306347031398,4.490546101829125
-54.97781084145879,-2.5405537023048055
-61.021007075693205,-9.333819189781991
-67.3328493530093,-15.878230834467757
-73.9030990759224,-22.1631727822803
-80.72109847775661,-28.178450071433303
-87.77578791087532,-33.91430516993924
-95.05572378681237,-39.361433803545935
-102.54909713920367,-44.511000048433374
-110.24375277940766,-49.354650664187005
-118.12720901374098,-53.88452864379795
-126.18667789034667,-58.09328595871139
-134.40908594285125,-61.97409547824748
-142.7810953971618,-65.520662044061
-151.28912580700413,-68.72723268167582
-159.91937608310374,-71.58860593252834
-168.65784688027972,-74.1001402913842
-177.49036330613285,-76.25776173544011
-186.40259791449287,-78.05797033289804
-195.3800939463292,-79.4978459202926
-204.40828878042123,-80.5750528393612
-213.47253755575053,-81.2878437257738
-222.55813692729794,-81.6350623435765
-231.65034891670732,-81.61614546075066
-240.73442481912878,-81.23112376284584
-249.79562912746377,-80.48062180320395
-258.81926343519876,-79.36585698985553
-267.79069027905996,-77.88863761073185
-276.6953568828086,-76.05135990039557
-285.51881876366343,-73.85700415304885
-294.24676316305926,-71.30912988812324
-302.86503226372974,-68.41187007629418
-311.3596461554589,-65.16992443528565
-319.71682551224285,-61.58855180634029
-327.9230139440795,-57.67356162372147
-335.96489998712934,-53.43130449108415
-343.8294386965738,-48.868661880001696
-77.79246875624915,335.5477433739172
-70.52426731336644,329.6694894186049
-63.487998870929346,323.5155030533757
-56.69411720400805,317.09492724794063
-50.15271597394957,310.4173010436034
-43.87351373223666,303.49254538111745
-37.86583948164875,296.3309483611582
-32.138618816174755,288.94314995930426
-26.70036066026904,281.34012621824
-21.55914462715299,273.53317294066153
-16.722609014944197,265.53388890711824
-12.197939458446797,257.35415864371885
-7.991858253462851,249.00613476530634
-4.110614369485887,240.5022199203331
-0.5599741656151025,231.85504836426222
2.6547871765172033,223.07746718887017
5.52889349007603,214.18251723533893
8.058074718969038,205.18341371949467
10.238573261862996,196.09352659797867
12.067149554847646,186.9263607045197
13.54108688445163,177.69553568581932
14.65819542385998,168.4147657668608
15.416815486337356,159.097839375702
15.815819991022408,149.7585986580255
15.85461613743027,140.41091891188054
15.533146286175537,131.06868797317009
14.851888044607193,121.74578558251082
13.811853557227721,112.45606276412026
12.414588001951529,103.21332124736767
10.662167294435875,94.03129296156203
8.557195003895771,84.92361963444256
6.1027984849845325,75.90383252468096
3.3026242314868455,66.98533231850764
0.16083245872761154,58.18136922032923
-3.3179090772545976,49.505023266916766
-7.128432014586878,40.969184894411725
-11.265075064190484,32.58653578702143
-15.721692420750799,24.369530035857082
-20.491662893532833,16.330375635906023
-25.567899743475323,8.481016348629737
-30.94286121195043,0.833113957132241
-36.60856172554455,-6.601969059736149
-42.55658376021475,-13.81318640859908
-48.77809034719368,-20.78982439301845
-55.26383820206249,-27.521517830819192
-62.00419145748694,-33.99826545362754
-68.98913597921327,-40.21044476574261
-76.20829424405449,-46.14882634026591
-83.65094075776375,-51.804587531249496
-91.30601798988707,-57.1693255814894
-99.16215280192259,-62.23507010649152
-107.20767334437772,-66.99429493606172
-115.43062639762125,-71.4399292959273
-123.81879513076656,-75.56536831277731
-132.35971725220145,-79.36448282711444
-141.0407035247996,-82.83162849933959
-149.8488566183028,-85.96165419553964
-158.7710902708697,-88.74990964052122
-167.79414873131674,-91.19225232671786
-176.90462645317234,-93.28505366870894
-186.08898801127873,-95.02520439420388
-195.33358821135727,-96.41011916348438
-204.6246923626555,-97.43774041044014
-213.9484966835594,-98.10654139949236
-223.29114880985517,-98.41552849386261
-232.6387683751679,-98.36424263181809
-241.97746763300557,-97.95276000869873
-251.2933720897648,-97.18169196371406
-260.57264111805,-96.05218407167726
-269.8014885196743,-94.56591444102611
-278.96620300779784,-92.72509122065946
-288.05316857776893,-90.53244931929314
-297.0488847364038,-87.99124634220973
-305.9399865596541,-85.10525775143819
-314.7132645488552,-81.87877125655535
-323.355684256064,-78.3165804444404
-331.85440564931935,-74.42397765744985
-340.1968021890632,-70.20674613059049
-58.41982334739271,341.38988376269253
-51.325680906738285,335.1145603269375
-44.46546409081955,328.5843255355834
-37.848326912068615,321.80789308559747
-31.48309902669419,314.79430519074066
-25.378273952723816,307.55292051598065
-19.541997736575894,300.093401689645
-13.982058083285978,292.42570240997804
-8.705873964888951,284.56005416330436
-3.7204857208243993,276.5069525715216
0.9674543364236001,268.27714338714327
5.351690797920099,259.881608154574
9.426373505258795,251.3315495567547
13.186065356790806,242.6383764667287
16.62574956268668,233.81368872407506
19.74083633914944,224.86926165652432
22.52716903284815,215.81703036740814
24.981029667397536,206.669073809912
27.09914390448469,197.43759866937893
28.878685413021145,188.13492307517362
30.317279640492103,178.7734601638378
31.413006981468556,169.36570151547397
32.16440533905612,159.9242004854552
32.57047207586126,150.46155545370596
32.63066535187275,140.9903930139021
32.344904847472066,131.52335112502504
31.713571870609172,122.0730622477496
30.737508847999464,112.65213648816939
29.418018201021624,103.27314477135
27.756860607816236,93.9486020671653
25.756252653903545,84.69095069079722
23.418863874456235,75.51254370018366
20.747813192173254,66.42562841256796
17.746664755507766,57.44233006214408
14.419423182803143,48.57463562060549
10.770528218682529,39.83437780218584
6.804848809822516,31.233219274535514
2.527676608015639,22.782637096500764
-2.055281090808336,14.493907403573246
-6.9379089621811545,6.378090361443498
-12.113691813152343,-1.5539845922631912
-17.57572327591518,-9.291733198377074
-23.316715023400974,-16.82483049941655
-29.329006494545723,-24.143224616818827
-35.60457511625151,-31.23715016378449
-42.13504700840255,-38.09714127583803
-48.91170815765304,-44.714044241717716
-55.9255160450746,-51.07902971773973
-63.167111712150046,-57.18360450933861
-70.6268322490113,-63.01962290406277
-78.2947236882593,-68.57929754090398
-86.1605542871593,-73.8552098014554
-94.21382818048943,-78.84031970903393
-102.44379938582371,-83.52797532255724
-110.83948614256293,-87.9119216126413
-119.38968556557802,-91.98630880807346
-128.0829885939139,-95.74570020152478
-136.90779521460652,-99.18507940408534
-145.8523299412996,-102.29985703894346
-154.9046575270046,-105.08587686527466
-164.05269889004202,-107.53942132417217
-173.2842472319069,-109.65721649921568
-182.58698432555832,-111.43643648506122
-191.94849695239157,-112.87470715822141
-201.35629346596548,-113.97010934500591
-210.7978204603814,-114.72118138239378
-220.26047952106876,-115.12692106842067
-229.73164403563237,-115.18678699947944
-239.1986760423221,-114.90069929274833
-248.6489430936492,-114.26903969278365
-258.06983511264445,-113.29265106213413
-267.44878121926405,-111.97283625665747
-276.77326650449453,-110.31135638703913
-286.03084872977195,-108.31042846883258
-295.20917492943045,-105.97272246415889
-304.2959978940318,-103.30135771901004
-313.279192512574,-100.29989880091296
-322.1467719517793,-96.9723507425056
-330.88690365086893,-93.32315369737387
-34.60044640821843,342.3880163900274
-27.7591856290677,335.52653556933205
-21.1629385079128,328.4291915578183
-14.8198315907903,321.1047282505808
-8.737679556172708,313.5621693526395
-2.9239755873206263,305.8108072617764
2.6141178592846757,297.86019162034415
7.869777878054094,289.7201175501511
12.836529520079296,281.4006135849165
17.508253770240373,272.9119293151622
21.87919508580316,264.26452276076554
25.943968487222406,255.46904748672648
29.697566192410903,246.536339478025
33.13536378630462,237.47740378973708
36.25312591812016,228.30340098885827
39.047011519287906,219.02563340453574
41.51357853563027,209.65553120365195
43.6497881679571,200.2046383089106
45.45300861585176,190.68459817677828
46.921018320037575,181.1071394527986
48.052008699328184,171.4840615219561
48.844586378791604,161.82721997188736
49.29777490638148,152.14851198685255
49.411015955921556,142.45986169045847
49.18417001496093,132.77320545519402
48.61751655665293,123.10047719687395
47.71175369544508,113.45359367210935
46.46799732700586,103.84443979691916
44.887779753445926,94.28485400456758
42.9730477955292,84.78661366066976
40.72616039419856,75.3614205535308
38.149885704371655,66.0208864775974
35.24739768458656,56.77651892777973
32.02227218669972,47.639706922271685
28.47848255045281,38.62170697133209
24.620394708336477,29.73362920931683
20.45276180678175,20.98642370704374
15.980718350305608,12.390866981356652
11.209773875824823,3.9575487185054783
6.145806164932111,-4.303141272297609
0.7950540024964425,-12.381025859075635
-4.835890509491634,-20.26615312526664
-10.740090073358715,-27.94880863043852
-16.91027074246776,-35.41952737843533
-23.33883088268621,-42.66910547820848
-30.017850537564925,-49.68861148296847
-36.93910118568729,-56.46939739368571
-44.09405587817031,-63.00310931338598
-51.47389974382568,-69.28169773911233
-59.06954084904103,-75.2974274788763
-66.87162139899968,-81.04288718137812
-74.87052926644131,-86.51099846675802
-83.05640983375758,-91.69502464712681
-91.41917813383662,-96.58857902613505
-99.94853127469511,-101.18563276735298
-108.63396113259401,-105.48052232176931
-117.4647672979988,-109.46795640525764
-126.43007025843461,-113.1430225174141
